contig,length
contig_14212,1637
contig_14213,1607
contig_14214,24206
contig_14215,4442
contig_14216,8532
contig_14217,4155
contig_14218,3505
contig_14219,4217
contig_1422,3020
contig_14220,9816
contig_14221,4971
contig_14222,10672
contig_14223,15446
contig_14224,3085
contig_14225,8214
contig_14227,5889
contig_14228,3342
contig_14229,4319
contig_1423,15472
contig_14230,7977
contig_14231,7876
contig_14232,9129
contig_14233,2809
contig_14234,14412
contig_14235,16298
contig_14236,4660
contig_14237,15555
contig_14238,3268
contig_14239,7711
contig_1424,2002
contig_14240,5383
contig_14241,7367
contig_14242,4296
contig_14243,4905
contig_14244,8986
contig_14245,3698
contig_14246,767
contig_14247,2156
contig_14248,5244
contig_14249,2585
contig_1425,8928
contig_14250,3661
contig_14251,17646
contig_14252,11044
contig_14253,4541
contig_14255,14802
contig_14256,3691
contig_14257,3597
contig_14258,12609
contig_14259,9652
contig_1426,2743
contig_14260,8428
contig_14261,9961
contig_14262,3652
contig_14263,6261
contig_14264,8265
contig_14265,18426
contig_14266,4811
contig_14267,3759
contig_14268,24809
contig_14269,13851
contig_1427,770
contig_14270,43966
contig_14271,6738
contig_14272,4889
contig_14273,2065
contig_14274,2329
contig_14275,1570
contig_14276,3052
contig_14277,5038
contig_14278,7207
contig_14279,4739
contig_1428,858
contig_14280,860
contig_14281,1008
contig_14282,1637
contig_14283,6643
contig_14284,13661
contig_14285,12566
contig_14286,3905
contig_14287,3082
contig_14288,10996
contig_14289,4277
contig_14290,7583
contig_14291,9163
contig_14292,6312
contig_14293,24506
contig_14294,6058
contig_14295,8674
contig_14296,3040
contig_14297,3799
contig_14298,6009
contig_14299,2889
contig_1430,2059
contig_14300,8484
contig_14301,2029
contig_14302,17408
contig_14303,2715
contig_14304,4692
contig_14305,5426
contig_14306,10598
contig_14307,4210
contig_14308,5987
contig_14309,14902
contig_1431,2605
contig_14310,16814
contig_14311,21053
contig_14312,5326
contig_14313,6606
contig_14315,13000
contig_14316,12579
contig_14317,39478
contig_14318,2118
contig_14319,6410
contig_1432,2135
contig_14320,2773
contig_14321,4101
contig_14322,11621
contig_14323,5588
contig_14324,5810
contig_14325,18707
contig_14326,4818
contig_14327,5146
contig_14328,5068
contig_14329,44096
contig_1433,1817
contig_14330,5597
contig_14331,30355
contig_14332,4864
contig_14333,4224
contig_14334,5073
contig_14335,4512
contig_14336,1005
contig_14337,1474
contig_14338,6304
contig_14339,5835
contig_14340,3095
contig_14341,2428
contig_14342,8815
contig_14343,8404
contig_14344,4838
contig_14345,10156
contig_14346,4542
contig_14347,8745
contig_14348,6920
contig_14349,8672
contig_1435,2947
contig_14350,4548
contig_14351,7494
contig_14352,39804
contig_14353,16595
contig_14354,2895
contig_14355,4033
contig_14356,6084
contig_14357,7992
contig_14358,5498
contig_14359,5692
contig_1436,1072689
contig_14360,7257
contig_14361,4231
contig_14362,3704
contig_14363,2968
contig_14365,1991
contig_14366,7070
contig_14367,4346
contig_14368,4987
contig_14369,12525
contig_1437,2965
contig_14370,9142
contig_14371,2597
contig_14372,13558
contig_14373,5426
contig_14374,3636
contig_14375,3307
contig_14376,11067
contig_14377,7607
contig_14378,5066
contig_14379,2899
contig_1438,5843
contig_14380,5968
contig_14381,5636
contig_14382,5361
contig_14383,8589
contig_14384,20251
contig_14385,7366
contig_14386,5849
contig_14387,5084
contig_14388,4603
contig_14389,25244
contig_1439,5311
contig_14390,3242
contig_14391,3544
contig_14392,13541
contig_14393,5005
contig_14394,4022
contig_14395,1798
contig_14396,2755
contig_14397,12536
contig_14398,6815
contig_14399,4288
contig_1440,1370
contig_14400,2753
contig_14401,6708
contig_14402,2831
contig_14403,30331
contig_14404,6015
contig_14405,27470
contig_14406,2456
contig_14407,6354
contig_14408,4686
contig_14409,102291
contig_1441,2200
contig_14410,7708
contig_14411,5069
contig_14412,8317
contig_14413,5244
contig_14414,18914
contig_14415,8397
contig_14416,3358
contig_14417,6709
contig_14418,10439
contig_14419,21833
contig_1442,978
contig_14420,5256
contig_14421,7820
contig_14422,3868
contig_14423,3614
contig_14424,6639
contig_14425,2778
contig_14426,5383
contig_14427,14781
contig_14428,9838
contig_14429,16067
contig_1443,16431
contig_14430,3036
contig_14431,10911
contig_14432,2120
contig_14433,4277
contig_14434,7241
contig_14435,3993
contig_14436,3228
contig_14437,2049
contig_14438,2241
contig_14439,6325
contig_1444,18738
contig_14440,24211
contig_14442,7669
contig_14443,7585
contig_14444,15680
contig_14445,3671
contig_14446,5053
contig_14447,9059
contig_14448,2687
contig_14449,46675
contig_1445,1062
contig_14450,3438
contig_14451,10842
contig_14452,4474
contig_14453,8515
contig_14454,4339
contig_14455,5731
contig_14456,5052
contig_14457,5827
contig_14458,5274
contig_14459,40156
contig_1446,3699
contig_14460,1530
contig_14461,3412
contig_14462,4250
contig_14463,3084
contig_14464,5791
contig_14465,16272
contig_14466,4399
contig_14467,3989
contig_14468,3747
contig_14469,8589
contig_1447,3806
contig_14470,8739
contig_14471,2592
contig_14472,3491
contig_14473,8112
contig_14474,5511
contig_14475,4387
contig_14476,2492
contig_14477,15607
contig_14478,4301
contig_14479,5567
contig_14480,2668
contig_14481,8234
contig_14482,7686
contig_14483,19027
contig_14484,14688
contig_14485,16266
contig_14486,12384
contig_14487,7039
contig_14488,3930
contig_14489,7818
contig_1449,10720
contig_14490,4445
contig_14491,1746
contig_14493,6602
contig_14494,8671
contig_14495,4678
contig_14496,25062
contig_14497,8928
contig_14498,11133
contig_14499,5250
contig_145,702
contig_1450,1439
contig_14500,4269
contig_14501,6103
contig_14502,2551
contig_14503,2794
contig_14504,10219
contig_14505,18642
contig_14506,5490
contig_14507,2720
contig_14508,1668
contig_14509,2392
contig_1451,4781
contig_14510,9460
contig_14511,12522
contig_14512,247645
contig_14513,15557
contig_14514,8897
contig_14515,5581
contig_14516,2343
contig_14517,1940
contig_14518,1314
contig_14519,2593
contig_1452,3349
contig_14520,2090
contig_14521,2066
contig_14522,10780
contig_14523,13079
contig_14524,4844
contig_14525,9565
contig_14526,4257
contig_14527,5775
contig_14528,5321
contig_14529,8184
contig_1453,2562
contig_14530,12471
contig_14531,3619
contig_14532,5473
contig_14533,19144
contig_14534,7684
contig_14535,121029
contig_14536,3290
contig_14537,5308
contig_14538,2089
contig_14539,2874
contig_1454,3777
contig_14541,9376
contig_14543,2547
contig_14544,4860
contig_14546,1511
contig_14547,3198
contig_14548,793
contig_14549,9433
contig_1455,1124
contig_14550,5220
contig_14551,3085
contig_14552,5645
contig_14553,13417
contig_14554,1756
contig_14555,1756
contig_14556,6226
contig_14557,5945
contig_14558,4322
contig_14559,4821
contig_1456,3346
contig_14560,3614
contig_14561,4581
contig_14562,4543
contig_14563,3498
contig_14564,5906
contig_14565,5243
contig_14566,8505
contig_14567,5856
contig_14568,5602
contig_14569,6140
contig_1457,2272
contig_14570,17333
contig_14571,12855
contig_14572,4257
contig_14573,10260
contig_14574,10586
contig_14575,5203
contig_14576,2433
contig_14577,5434
contig_14578,14835
contig_14579,2555
contig_1458,2805
contig_14580,1576
contig_14581,1532
contig_14582,5313
contig_14583,10657
contig_14584,2982
contig_14585,3365
contig_14586,14037
contig_14587,7216
contig_14588,1618
contig_14589,6305
contig_1459,1120
contig_14590,19814
contig_14591,4817
contig_14592,4353
contig_14593,4485
contig_14594,6353
contig_14595,5656
contig_14596,9432
contig_14597,3928
contig_14599,3285
contig_1460,2650
contig_14600,7392
contig_14601,7333
contig_14602,5422
contig_14603,3556
contig_14604,7181
contig_14605,7704
contig_14606,3449
contig_14607,4508
contig_14608,12561
contig_14609,16332
contig_1461,3128
contig_14610,3214
contig_14611,3237
contig_14612,2342
contig_14613,7934
contig_14614,5686
contig_14615,17233
contig_14616,4619
contig_14617,5632
contig_14618,7596
contig_14619,10383
contig_1462,3240
contig_14620,6031
contig_14621,8054
contig_14622,14404
contig_14623,6828
contig_14624,11448
contig_14625,4954
contig_14626,1723
contig_14627,1562
contig_14628,11267
contig_14629,5765
contig_1463,976
contig_14630,28762
contig_14631,5735
contig_14632,3412
contig_14633,14366
contig_14634,9996
contig_14635,6637
contig_14636,3707
contig_14637,6981
contig_14638,7437
contig_14639,5552
contig_14640,8360
contig_14641,6270
contig_14642,11485
contig_14643,16720
contig_14644,5924
contig_14645,4631
contig_14646,5685
contig_14647,15990
contig_14648,9781
contig_14649,5617
contig_1465,2958
contig_14650,9776
contig_14651,5756
contig_14652,4228
contig_14653,8836
contig_14654,10913
contig_14655,3929
contig_14656,5082
contig_14657,25125
contig_14658,4559
contig_14659,8321
contig_1466,2309
contig_14660,9692
contig_14661,6041
contig_14662,6224
contig_14663,10590
contig_14664,3209
contig_14665,5589
contig_14666,7317
contig_14667,3298
contig_14668,7318
contig_1467,1334
contig_14670,15031
contig_14672,8466
contig_14674,835
contig_14675,847
contig_14676,11972
contig_14677,2142
contig_14678,12906
contig_14679,17063
contig_1468,2338
contig_14680,5420
contig_14681,9982
contig_14682,5820
contig_14683,4995
contig_14684,15615
contig_14685,4727
contig_14686,7522
contig_14687,6971
contig_14688,8467
contig_14689,4409
contig_14690,2809
contig_14691,3974
contig_14692,19870
contig_14693,14135
contig_14694,5275
contig_14695,13400
contig_14696,4791
contig_14697,4989
contig_14698,5104
contig_14699,2895
contig_1470,10509
contig_14700,11828
contig_14701,12672
contig_14702,10931
contig_14703,7093
contig_14704,7558
contig_14705,5717
contig_14706,6002
contig_14707,14464
contig_14708,8989
contig_14709,8115
contig_1471,1596
contig_14710,7699
contig_14711,4860
contig_14715,689
contig_14716,6489
contig_14717,2682
contig_14718,4363
contig_14719,6505
contig_1472,1164
contig_14720,5169
contig_14721,5448
contig_14722,14880
contig_14723,10366
contig_14724,5536
contig_14725,43488
contig_14726,7248
contig_14727,13456
contig_14728,3388
contig_14729,18561
contig_1473,665
contig_14730,2338
contig_14732,2014
contig_14733,2444
contig_14734,7149
contig_14735,6675
contig_14736,7437
contig_14737,2643
contig_14738,8247
contig_14739,4554
contig_1474,5303
contig_14740,4819
contig_14742,35715
contig_14743,7613
contig_14744,4169
contig_14745,852
contig_14746,11999
contig_14747,3591
contig_14748,3937
contig_14749,8047
contig_1475,607
contig_14750,12523
contig_14751,5037
contig_14752,8448
contig_14753,7713
contig_14754,5895
contig_14756,17081
contig_14757,20287
contig_14758,13862
contig_14759,11039
contig_1476,2626
contig_14760,2606
contig_14761,5510
contig_14762,2826
contig_14763,14402
contig_14764,3711
contig_14765,1641
contig_14766,1640
contig_14767,4699
contig_14768,3993
contig_1477,2535
contig_14770,6734
contig_14771,2903
contig_14772,5504
contig_14773,18514
contig_14774,23053
contig_14775,5555
contig_14776,13028
contig_14777,12094
contig_14778,2675
contig_14779,5765
contig_1478,2557
contig_14780,2038
contig_14781,8238
contig_14782,10935
contig_14783,16660
contig_14784,10445
contig_14785,13934
contig_14786,3755
contig_14787,10364
contig_14788,3552
contig_14789,8725
contig_1479,1273
contig_14790,4484
contig_14791,3894
contig_14792,13094
contig_14793,7344
contig_14794,7744
contig_14795,8509
contig_14796,3212
contig_14797,12533
contig_14798,4610
contig_14799,10352
contig_148,1569
contig_1480,569
contig_14800,6736
contig_14801,3902
contig_14802,8728
contig_14803,2508
contig_14804,13897
contig_14805,7474
contig_14806,6160
contig_14807,9236
contig_14808,3060
contig_14809,5231
contig_1481,2878
contig_14810,1493
contig_14811,4002
contig_14812,5010
contig_14813,10704
contig_14814,2749
contig_14815,11802
contig_14816,4519
contig_14817,8590
contig_14818,11845
contig_14819,6153
contig_1482,2519
contig_14820,4103
contig_14821,5553
contig_14822,6130
contig_14823,4266
contig_14824,8174
contig_14825,2723
contig_14826,5538
contig_14827,4391
contig_14828,6797
contig_14829,2701
contig_1483,920
contig_14830,7680
contig_14831,27592
contig_14832,7157
contig_14833,10011
contig_14834,5240
contig_14835,11684
contig_14836,8040
contig_14837,4992
contig_14838,8074
contig_14839,5036
contig_1484,2446
contig_14840,14088
contig_14841,2214
contig_14842,2066
contig_14843,8767
contig_14844,5475
contig_14845,3598
contig_14846,8023
contig_14847,4282
contig_14848,12651
contig_14849,9554
contig_1485,2937
contig_14850,17769
contig_14851,12681
contig_14852,3438
contig_14853,3182
contig_14854,2475
contig_14855,6324
contig_14856,6893
contig_14857,6909
contig_14858,10721
contig_14859,9429
contig_1486,2171
contig_14860,3694
contig_14861,5441
contig_14862,3413
contig_14863,5277
contig_14864,7937
contig_14865,3381
contig_14866,5252
contig_14867,15197
contig_14868,4528
contig_14869,3149
contig_1487,2132
contig_14870,7259
contig_14871,2340
contig_14872,4119
contig_14873,2806
contig_14874,16231
contig_14875,11508
contig_14876,3545
contig_14877,8337
contig_14878,4748
contig_14879,2234
contig_1488,2831
contig_14880,2549
contig_14881,13051
contig_14882,14942
contig_14883,3502
contig_14884,2331
contig_14885,5803
contig_14886,6882
contig_14887,4139
contig_14888,5649
contig_14889,7591
contig_1489,3305
contig_14890,849
contig_14891,5842
contig_14892,3355
contig_14893,4287
contig_14894,46804
contig_14895,6222
contig_14896,10607
contig_14897,3492
contig_14898,4827
contig_14899,2756
contig_14900,4350
contig_14901,3804
contig_14902,22483
contig_14903,5642
contig_14904,4720
contig_14905,6341
contig_14906,7469
contig_14907,10134
contig_14908,3600
contig_14909,3266
contig_1491,2765
contig_14910,2637
contig_14911,3307
contig_14912,3574
contig_14913,3647
contig_14914,2868
contig_14915,2015
contig_14916,8561
contig_14917,7034
contig_14918,11885
contig_14919,8519
contig_1492,3562
contig_14920,3059
contig_14921,20906
contig_14922,3326
contig_14923,3571
contig_14924,2063
contig_14925,2787
contig_14926,529
contig_14927,7648
contig_14928,7289
contig_1493,3255
contig_14930,14724
contig_14931,4069
contig_14932,6942
contig_14933,10713
contig_14935,20569
contig_14936,7703
contig_14937,7249
contig_14938,6774
contig_14939,8136
contig_1494,2197
contig_14940,11037
contig_14941,2767
contig_14942,42833
contig_14943,4186
contig_14944,11261
contig_14945,2698
contig_14946,92909
contig_14947,7554
contig_14948,3713
contig_14949,9431
contig_1495,15337
contig_14950,10201
contig_14951,15258
contig_14952,9274
contig_14953,2999
contig_14954,5045
contig_14955,14960
contig_14956,35710
contig_14957,4798
contig_14958,3685
contig_14959,3065
contig_1496,637
contig_14960,14252
contig_14961,8002
contig_14962,8423
contig_14963,1470
contig_14964,1472
contig_14965,1543
contig_14966,6818
contig_14967,3337
contig_14968,5879
contig_14969,9300
contig_1497,2357
contig_14970,6896
contig_14971,3140
contig_14972,5559
contig_14973,4914
contig_14974,6529
contig_14975,5310
contig_14976,8719
contig_14977,2728
contig_14978,4309
contig_14979,8367
contig_1498,2182
contig_14980,4496
contig_14981,3197
contig_14982,5631
contig_14983,37334
contig_14984,2038
contig_14985,524
contig_14986,2342
contig_14987,3507
contig_14988,5657
contig_14989,27695
contig_1499,13192
contig_14990,3433
contig_14991,4055
contig_14992,5798
contig_14993,2740
contig_14994,5763
contig_14995,18546
contig_14996,5722
contig_14997,2477
contig_14998,3382
contig_14999,7970
contig_1500,534
contig_15000,10080
contig_15001,5980
contig_15002,2808
contig_15003,5448
contig_15004,4119
contig_15005,43661
contig_15006,80430
contig_15007,2245
contig_15008,8214
contig_15009,5724
contig_1501,88686
contig_15010,12314
contig_15012,4029
contig_15013,5834
contig_15014,5193
contig_15015,4510
contig_15016,13652
contig_15017,4826
contig_15018,10162
contig_15019,10373
contig_1502,48803
contig_15020,2897
contig_15021,2947
contig_15022,39301
contig_15023,5804
contig_15024,4143
contig_15025,3415
contig_15026,3897
contig_15027,6108
contig_15028,13246
contig_15029,8132
contig_1503,4070
contig_15030,4898
contig_15031,7014
contig_15032,6968
contig_15033,2692
contig_15034,6411
contig_15035,17278
contig_15036,5036
contig_15037,4167
contig_15038,14531
contig_15039,4950
contig_1504,1567
contig_15040,4528
contig_15041,4120
contig_15042,6259
contig_15043,18765
contig_15044,5405
contig_15045,8295
contig_15046,9898
contig_15047,5004
contig_15048,4539
contig_15049,3170
contig_1505,4985
contig_15050,6782
contig_15051,5869
contig_15052,4030
contig_15053,10137
contig_15054,6697
contig_15055,13346
contig_15056,4026
contig_15057,4343
contig_15058,8185
contig_15059,4461
contig_1506,4199
contig_15060,3571
contig_15061,3707
contig_15062,31468
contig_15063,20350
contig_15064,37991
contig_15065,5296
contig_15066,2266
contig_15067,63333
contig_15068,10403
contig_15069,3293
contig_1507,879
contig_15070,6222
contig_15071,3972
contig_15072,9794
contig_15073,4595
contig_15075,6831
contig_15076,5649
contig_15077,1004
contig_15078,3564
contig_15079,7660
contig_1508,1673
contig_15080,4961
contig_15081,3382
contig_15082,3414
contig_15083,4123
contig_15084,3381
contig_15085,6874
contig_15086,5799
contig_15087,5022
contig_15089,5802
contig_1509,4306
contig_15090,9532
contig_15091,3653
contig_15092,5881
contig_15093,5057
contig_15094,3160
contig_15095,9063
contig_15096,4217
contig_15098,2227
contig_15099,8553
contig_1510,2928
contig_15100,4144
contig_15101,10311
contig_15102,6060
contig_15103,2242
contig_15104,2410
contig_15105,7553
contig_15106,11424
contig_15107,5349
contig_15108,6848
contig_15109,2700
contig_1511,3837
contig_15111,13766
contig_15112,2124
contig_15113,2812
contig_15114,9643
contig_15115,23096
contig_15116,3652
contig_15117,2335
contig_15118,4517
contig_15119,7765
contig_1512,148018
contig_15120,10920
contig_15121,4181
contig_15122,5003
contig_15123,27499
contig_15124,3248
contig_15125,2468
contig_15126,3643
contig_15127,5595
contig_15128,4615
contig_15129,2879
contig_1513,6713
contig_15130,18282
contig_15131,13775
contig_15132,8991
contig_15133,6439
contig_15134,2877
contig_15135,996
contig_15136,1569
contig_15137,39075
contig_15138,2825
contig_15139,76579
contig_1514,707
contig_15140,8348
contig_15141,3915
contig_15142,3779
contig_15143,11895
contig_15144,15431
contig_15145,8405
contig_15146,3385
contig_15147,6727
contig_15148,5944
contig_15149,5479
contig_15150,14093
contig_15151,3989
contig_15152,3096
contig_15153,14551
contig_15154,6077
contig_15155,3448
contig_15156,6811
contig_15157,6705
contig_15158,6260
contig_15159,5400
contig_15160,2292
contig_15161,7301
contig_15162,3765
contig_15163,4168
contig_15164,2347
contig_15166,6337
contig_15167,1738
contig_15168,6530
contig_15169,3019
contig_1517,9520
contig_15170,10040
contig_15171,4029
contig_15172,5529
contig_15173,3855
contig_15174,75545
contig_15175,4897
contig_15176,7115
contig_15177,11944
contig_15178,6768
contig_1518,13847
contig_15180,4447
contig_15181,3769
contig_15182,19223
contig_15183,5156
contig_15184,12061
contig_15185,18038
contig_15188,5152
contig_15189,8256
contig_1519,23140
contig_15191,5779
contig_15192,5147
contig_15193,4018
contig_15194,9364
contig_15195,2499
contig_15196,21409
contig_15197,10004
contig_15198,7646
contig_15199,4526
contig_152,608
contig_1520,3809
contig_15200,4079
contig_15201,2715
contig_15202,8224
contig_15203,6947
contig_15204,15738
contig_15205,6525
contig_15206,2258
contig_15207,1119
contig_15208,2303
contig_15209,4081
contig_1521,8052
contig_15210,3764
contig_15211,4021
contig_15212,3983
contig_15213,6117
contig_15214,6454
contig_15215,16337
contig_15216,3023
contig_15217,2626
contig_15218,3064
contig_15219,3039
contig_1522,14625
contig_15220,8361
contig_15221,1586
contig_15222,3036
contig_15223,5428
contig_15224,10731
contig_15225,5140
contig_15226,6127
contig_15227,3506
contig_15228,8869
contig_15229,5111
contig_1523,2216
contig_15230,4246
contig_15231,27071
contig_15232,12226
contig_15233,11850
contig_15234,2976
contig_15235,3638
contig_15236,3986
contig_15237,9925
contig_15238,4761
contig_15239,9507
contig_1524,23012
contig_15240,7399
contig_15241,14598
contig_15242,12503
contig_15243,12214
contig_15244,2703
contig_15245,4211
contig_15246,3472
contig_15247,5980
contig_15248,3564
contig_15249,7092
contig_1525,30969
contig_15250,15455
contig_15251,1448
contig_15252,1877
contig_15253,6253
contig_15254,3411
contig_15255,1269
contig_15256,44264
contig_15257,2368
contig_15258,8638
contig_15259,3372
contig_1526,16679
contig_15260,3695
contig_15261,3919
contig_15262,4983
contig_15263,24252
contig_15264,2859
contig_15265,2586
contig_15266,4729
contig_15267,8533
contig_15268,3708
contig_15269,2648
contig_1527,5930
contig_15270,7195
contig_15271,128834
contig_15273,7284
contig_15274,2766
contig_15275,2622
contig_15276,13908
contig_15277,8122
contig_15278,3963
contig_15279,4988
contig_1528,3782
contig_15280,6193
contig_15281,7066
contig_15282,4507
contig_15283,3508
contig_15284,11747
contig_15285,4873
contig_15286,12578
contig_15287,6682
contig_15288,6031
contig_15289,4918
contig_1529,757
contig_15290,2415
contig_15291,3425
contig_15292,5286
contig_15293,13931
contig_15294,15095
contig_15295,12092
contig_15296,12134
contig_15297,6694
contig_15298,2302
contig_15299,12172
contig_1530,50612
contig_15300,15925
contig_15301,4449
contig_15302,12979
contig_15303,6789
contig_15304,7876
contig_15305,7201
contig_15306,5336
contig_15307,9678
contig_15308,5659
contig_15309,6630
contig_1531,16173
contig_15310,3991
contig_15311,2563
contig_15312,5906
contig_15313,54622
contig_15314,3729
contig_15315,2985
contig_15316,3511
contig_15317,8361
contig_15318,9299
contig_15319,4898
contig_15320,13123
contig_15321,8862
contig_15322,3524
contig_15323,3138
contig_15324,2963
contig_15325,4786
contig_15326,7909
contig_15327,16962
contig_15328,2093
contig_15329,4791
contig_15330,5925
contig_15331,4080
contig_15332,533
contig_15333,2539
contig_15334,9424
contig_15335,4379
contig_15336,28554
contig_15337,3628
contig_15338,5859
contig_15339,8562
contig_15340,4064
contig_15341,6083
contig_15342,7607
contig_15343,7992
contig_15344,3357
contig_15345,2912
contig_15346,1804
contig_15347,3704
contig_15348,1317
contig_15349,10928
contig_15350,9512
contig_15351,8814
contig_15352,791
contig_15353,582
contig_15354,5728
contig_15355,6803
contig_15360,2037
contig_15361,27231
contig_15362,10228
contig_15363,17473
contig_15364,4837
contig_15365,4421
contig_15366,11290
contig_15368,8505
contig_15369,4211
contig_1537,43386
contig_15370,1096
contig_15371,3371
contig_15372,16104
contig_15373,4526
contig_15374,7766
contig_15375,8816
contig_15376,4700
contig_15377,4092
contig_15378,3716
contig_15379,2320
contig_1538,4344
contig_15380,5119
contig_15381,6490
contig_15382,4363
contig_15383,2941
contig_15384,4971
contig_15385,13222
contig_15386,6760
contig_15387,3105
contig_15388,2696
contig_15389,4612
contig_1539,4227
contig_15390,3190
contig_15391,5280
contig_15392,4046
contig_15393,5069
contig_15394,2603
contig_15395,5710
contig_15396,11690
contig_15397,8030
contig_15398,8665
contig_15399,5692
contig_154,1421
contig_1540,18824
contig_15400,10854
contig_15401,9177
contig_15402,4614
contig_15403,3343
contig_15404,751
contig_15405,1344
contig_15406,5185
contig_15407,14077
contig_15408,45578
contig_15409,2190
contig_1541,3313
contig_15410,3056
contig_15411,6833
contig_15412,17284
contig_15413,5506
contig_15414,8121
contig_15415,6004
contig_15416,4826
contig_15417,3234
contig_15418,5534
contig_15419,16922
contig_15420,4193
contig_15421,3598
contig_15422,5078
contig_15423,3876
contig_15424,5831
contig_15425,5079
contig_15426,2246
contig_15427,2673
contig_15428,8145
contig_15429,7791
contig_1543,12372
contig_15430,3041
contig_15431,11448
contig_15432,4482
contig_15433,11853
contig_15434,3136
contig_15435,14471
contig_15436,5336
contig_15437,10183
contig_15438,2875
contig_15439,3310
contig_1544,2480
contig_15440,10105
contig_15441,10387
contig_15442,14820
contig_15443,5359
contig_15444,8451
contig_15445,22733
contig_15446,4671
contig_15447,2822
contig_15448,5249
contig_15449,4764
contig_1545,28959
contig_15450,2524
contig_15451,9145
contig_15452,3493
contig_15453,4727
contig_15454,5176
contig_15455,7551
contig_15456,3150
contig_15457,5448
contig_15458,5141
contig_15459,7646
contig_1546,5489
contig_15460,6333
contig_15461,2916
contig_15462,6867
contig_15463,5784
contig_15464,12181
contig_15465,2471
contig_15466,3496
contig_15467,3911
contig_15468,6370
contig_15469,5127
contig_1547,35932
contig_15470,2609
contig_15471,5169
contig_15472,1890
contig_15473,13028
contig_15474,2070
contig_15475,6890
contig_15476,4346
contig_15477,3658
contig_15478,7946
contig_15479,7764
contig_15480,2155
contig_15481,3272
contig_15482,4943
contig_15483,14247
contig_15484,9004
contig_15485,8384
contig_15486,4571
contig_15487,8086
contig_15488,4915
contig_15489,4898
contig_1549,4567
contig_15490,658
contig_15491,2103
contig_15492,734
contig_15493,7025
contig_15494,8852
contig_15495,12583
contig_15497,6937
contig_15498,3976
contig_15499,16316
contig_15500,30954
contig_15501,5407
contig_15502,12080
contig_15503,6287
contig_15504,4585
contig_15505,5023
contig_15506,647
contig_15507,2091
contig_15508,10261
contig_15509,2927
contig_15510,4531
contig_15511,3989
contig_15512,13538
contig_15513,6235
contig_15514,7467
contig_15515,13460
contig_15516,14225
contig_15517,25566
contig_15518,25479
contig_15519,548
contig_15520,385
contig_15521,23867
contig_15522,3363
contig_15523,9748
contig_15525,6959
contig_15526,8703
contig_15527,8841
contig_15528,3940
contig_15529,6843
contig_15530,11917
contig_15531,3670
contig_15532,9115
contig_15533,2735
contig_15534,5457
contig_15535,20039
contig_15536,10266
contig_15537,9904
contig_15538,5247
contig_15539,5496
contig_15540,8648
contig_15541,9095
contig_15542,614
contig_15543,11576
contig_15544,5162
contig_15545,4734
contig_15546,7595
contig_15547,26830
contig_15548,50568
contig_15549,6934
contig_15550,25499
contig_15551,2686
contig_15552,5331
contig_15553,14023
contig_15554,6905
contig_15555,3799
contig_15556,2274
contig_15557,3939
contig_15559,3888
contig_15560,12372
contig_15561,8016
contig_15562,4986
contig_15563,5352
contig_15564,4713
contig_15565,4207
contig_15566,12598
contig_15567,4476
contig_15568,1333
contig_15569,4144
contig_15570,11059
contig_15571,5945
contig_15573,3117
contig_15574,5226
contig_15575,45180
contig_15576,3931
contig_15577,2079
contig_15578,13490
contig_15579,7136
contig_15580,3873
contig_15581,7593
contig_15582,3830
contig_15583,14482
contig_15584,5907
contig_15585,5323
contig_15586,4297
contig_15587,11464
contig_15588,3285
contig_15589,3210
contig_15590,10573
contig_15591,3319
contig_15592,4738
contig_15593,5666
contig_15594,2958
contig_15595,18766
contig_15596,3251
contig_15597,12755
contig_15598,4657
contig_15599,6565
contig_1560,16218
contig_15600,17924
contig_15601,4101
contig_15602,7160
contig_15603,6234
contig_15604,2325
contig_15605,6575
contig_15606,16511
contig_15607,3096
contig_15608,6966
contig_15609,6847
contig_15610,5551
contig_15611,2478
contig_15612,2409
contig_15613,12005
contig_15614,9395
contig_15615,10231
contig_15616,10387
contig_15617,3842
contig_15618,14824
contig_15619,4395
contig_1562,8162
contig_15620,7091
contig_15621,2380
contig_15622,4340
contig_15624,45769
contig_15625,4523
contig_15626,4462
contig_15627,6905
contig_15628,5787
contig_15629,6260
contig_1563,5343
contig_15630,25774
contig_15631,9041
contig_15632,5784
contig_15633,4151
contig_15634,3989
contig_15635,4514
contig_15636,45498
contig_15637,5508
contig_15638,8782
contig_15639,1438
contig_1564,11781
contig_15640,4731
contig_15641,2915
contig_15642,4145
contig_15643,17312
contig_15644,11753
contig_15645,3109
contig_15646,5698
contig_15647,16269
contig_15648,2482
contig_15649,4888
contig_1565,5657
contig_15650,7041
contig_15651,9569
contig_15652,4304
contig_15653,7277
contig_15654,8176
contig_15655,39598
contig_15656,7492
contig_15657,6872
contig_15658,7228
contig_15659,4994
contig_15660,3841
contig_15661,4914
contig_15662,4694
contig_15663,5458
contig_15664,3803
contig_15665,5464
contig_15666,12865
contig_15667,3190
contig_15668,6583
contig_15669,5919
contig_15670,7955
contig_15671,7000
contig_15672,8392
contig_15673,3892
contig_15674,4520
contig_15675,4149
contig_15676,12190
contig_15677,7348
contig_15678,10396
contig_15679,10837
contig_1568,16557
contig_15680,6268
contig_15681,15014
contig_15682,5526
contig_15683,11804
contig_15684,2531
contig_15685,5065
contig_15686,3805
contig_15687,3457
contig_15688,7435
contig_15689,8500
contig_1569,12501
